id,susp_entrop_ratio,susp_name_ratio,susp_code_size,imphash,n_exports,n_antidbg,n_antivm,n_susp_api,has_cfg,has_dep,has_aslr,has_seh,has_gs,has_tls,has_code_integrity,susp_dbg_ts,n_url,n_ip,has_manifest,has_version,is_packed,has_certificate,susp_virustotal_ratio,n_yara_rules
30df31f83eb9d103b21ac892f1b99fa3,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
30ec58ffd33c4cc4ae5387ab9aca4435,0.3333333333333333%,0.0%,0,,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
30f41482f2a88a51a3247fdce4272361,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
311bde50e2afcb46cf05595d06250ed4,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,6,0,-1,-1,1,1,-1,0
313531495a1059f45c06558098d77710,0.6666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
314a3e698931c2a27d5d1e46bfe12af7,0.5%,0.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
314e9eb52e29237e8793d7badc9a3597,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
315850da4bc65e3be611d1c8b56c1a73,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
31586e96af135b9053216e3ac40971bb,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
316cbdc53234e83c42896209b554c473,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
316d32705f839997704daf7d386d7e42,0.25%,0.25%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,9,0,-1,-1,1,0,-1,0
316da6f38e237263264bda0c773cdeeb,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3175d71b6fa9004667e9cddaa1a644e7,0.9%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3176d171efc1caeb81b1cb2e8dea02b7,1.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
31845eea393c054e2307a6000d7fea13,0.0%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,8,1,-1,-1,1,0,-1,0
3199a06c505133f941ce9c53f58d4189,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
31aa99c81c74101c629448c46498185d,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,2,0,-1,-1,1,0,-1,0
31e6552f2de526017762408913ae66b2,1.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3204568aa5ab0e8faebb35ce126063bf,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3219279a85e4b565462c821ef241b99b,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3221db57ab2e63e89054e7fdaf1ec0c3,0.6666666666666666%,0.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
325f2011af1fcb8dfd0c4d410fcce439,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
326d9ebb2de20a93c8b67b0755efdef3,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3283c091787edc01eba1a08b3a981258,0.8%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3284fe6f2b56f436f874db69c3ef2218,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
328c8588c88439c152271aabeb7e464d,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
32b0bd28b3abb43918459b744551a08f,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
32bcdd19b623bbcee5bcd4e1dcdd20ee,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
32f214921c5272e0a74d19c21bfbc230,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
33005c760391394de0629a2f98a9a69c,0.3333333333333333%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,6,1,-1,-1,0,0,-1,0
3306b97890ea0db04856fdb9aa85736b,0.25%,0.0%,0,,0,0,1,0,0,1,0,1,1,0,1,-1,14,0,-1,-1,1,0,-1,0
3317f2a7d298d4e259119fdd5ebbe848,1.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3319248ba4e7f3c1aeba2427e8209c41,0.6666666666666666%,0.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
334a4166e6bd1bcb376b0a0119916cbe,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
33777e0ccb2545dd596db6bb7f9f87dd,0.5%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3395c22841e7cca82c223befb42a1154,0.8%,0.5%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
33a65859fa709e8c344e4a3b9dd1bcd9,0.375%,0.25%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
33e09cd0b99e937aa335fc504a6e8ef8,0.6666666666666666%,0.0%,1,,0,0,0,0,0,1,1,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
33e7eefaa3a9087d6b4fe9ba5949a40b,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
33efe2e6e5e568454e5472be025dcea1,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3414d95d56c5b42caadc0f6e7a286579,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3418b849557b434ace63ac9872978dbf,0.6666666666666666%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,5,0,-1,-1,1,0,-1,0
3454173c8a3a8d12c4d66b3afbb9a85a,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3459d78c50ca0ec9c33d6a676efb3586,0.6666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
346fa013ec81666421fa9f76cf3d116b,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,0
3498751c7b5a7ea841b316789686b4ae,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
34b35a41d084a3a577a493cc9d91468c,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
34dee0f7c9af95b43eabe28284107b0c,0.0%,0.75%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,11,-1,-1,1,0,-1,0
34ec14ee7c93a620b38cc3d5aa33292b,0.0%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
34fdbe10bb45e5b857dacaf1ec4a1846,0.2%,0.2%,0,,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,-1,0
3512c8883fbfb53384457c3fa4696a8f,0.3333333333333333%,0.16666666666666666%,1,,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
352056842a2d91de6948a30d1ac7c0de,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
35243a4903b7570e9a8dcdc41e8b13b0,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3527ee4123eecb4320ac4f1cbe9d9194,0.6%,0.4%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
35371e4d4453eaf511c4688f50d1ee04,0.25%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
355203953003087822f92344132d4d0f,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
35621c11a3005007584fe0ee5a6a7fbd,0.2%,0.0%,0,,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,1,0,-1,0
3579de972558b9570f9402ef13a6e6a4,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3582ae050fedf24592e1a253a6d4743c,0.0%,0.4%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3584491ac547e9e9371513ccaa3d2f02,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3588d9357a061fec30e18abc9e742994,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3591177cd75504a809a3482ff18a0e46,0.25%,0.75%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3594883c248342a191a27d6d371d6e70,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
35b22cad700a059ae2c55bbcc219a3da,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
35e001316765d561167d3c6d709bb52b,0.4%,0.0%,0,,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
35e6857a7d402412c267f5a7384053ea,0.0%,0.8%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
35f3cce78037edf17eb81dc79388a151,0.16666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3606b262f47e60ed6a89804ebeabaa50,0.6666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
360fdbec5b9f30766483f73611485d36,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,0
3612d513d43f778c8763b88c8c01df10,0.5%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,19,0,-1,-1,1,0,-1,0
361685c7fb882514c9ee95ff274075f3,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,0,-1,-1,1,0,-1,0
362011fb8f0b6ee6b07174a597b9465c,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
363cda1565655c9f0dabfd8977caac42,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
364bcbdd0c8882eb5cf28a20f610ded8,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
364ce7916efcc83495a5c4ba7021312f,1.0%,0.6666666666666666%,0,,0,0,1,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
36564c254795739a89f5169120c0a400,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
367e4d237f99a42cc6a3ccf3d9c6d156,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
36870713eacc5bffd423b1689c970fba,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
36885c52425882cc015a61dadc97ac5b,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
368a9cda4d99792c8d85ef1c79c65a95,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
36acf0f9df2c7dab950c232a5867866f,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
36aeba3da7e60b812c09fbe072d2fa0a,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
36b654d99eb92b53ec2e4714320775c6,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
36c3616efb55969d7a22708f426e278c,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
36d338db0cccf5c93d2c8c492646c5a5,1.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,11,0,-1,-1,1,1,-1,0
36d41dda33d4917d673b6cdc030c5a41,0.5%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
36e54dabe583f07a46f10c4c621decb2,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
371a220d3f7aeec4d70bbd0e685a860c,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
371d81ad01494726204da56c49838423,0.5%,0.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
373c1860747261535a7b93f4a72bd526,0.375%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,0
3766c0e0124e8ec16ae013ce67247e14,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
37687e0445e7ad70e7fc93334faed70d,1.0%,0.6666666666666666%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3775a791d48587167c32bc905b1e5c97,0.42857142857142855%,0.2857142857142857%,0,,0,0,0,0,0,1,1,0,-1,0,-1,0,9,0,-1,-1,0,1,-1,0
3781a8ba707399c1c7ba38904972f80a,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
37a2d6b3260edb09563b520741200945,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
37caeaea7b06a067f0dfbf63e1ead329,0.16666666666666666%,0.16666666666666666%,0,,0,0,0,0,0,1,1,1,1,0,1,0,1,0,-1,-1,1,0,-1,0
37d054b3fe62d5f158ab2d69444a0c8b,0.16666666666666666%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,57,1,-1,-1,1,0,-1,0
37dbcd662b4060c85fb10be3f673b7ee,0.25%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
37f5f9fa26e0bb9503b58b8be7ec2bfc,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
381fb8794eab2507f1888c73d7fb0743,1.0%,0.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3837e9f72d0810a77984d90c71529209,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
385ad7091944ae7053e2260e9b0a5704,0.0%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,13,0,-1,-1,1,0,-1,0
386e54037419636990ed77c808af324c,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
38857edf2735ae2ef766e8f7f54eb849,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3885a538f5dcdc0c58b35b224a451a0d,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,-1,0
3888c8e0003d57bcba0968073b04404a,0.8888888888888888%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3892a3c9caa7b158e932f788d11df6a0,0.6666666666666666%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,7,0,-1,-1,1,1,-1,0
3893665fd75c8fb7b42098d28340c4ff,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
389570d76c390e1ab2ab6c3e06e87102,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
38bfbb67f771f55a167645c0879719d8,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
38c67f6eb33f2662878573c1fe54d3ba,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
38ce68576c785b01c8c187027de6ab64,0.14285714285714285%,0.2857142857142857%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,-1,-1,1,0,-1,0
38ea50bf88eda7efc3f1880218df4cd8,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
3903483efd608e099b13255f03c021ba,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
390475a5b0b1ee1af7534eb086d086a7,0.6%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
390dbbe5724e764ebb0ee50d8249a16f,0.2%,0.0%,0,,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
3915758b5dc7f58b01fab424a6965a4a,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,-1,0
392501649b669e2c0a2fad7836b3a7e5,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3932c232b3cdf1672093a9836bdc2acc,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3937fcd472caf16d675a8905a529ab9a,1.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
394b2c41a030999418fd5d73f9be7b12,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
396f508949033b8562d8ad063c4d1686,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,1,-1,-1,1,0,-1,0
39a42c74d5c0188e4f40cd23bfd81615,0.6666666666666666%,0.6666666666666666%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,8,1,-1,-1,0,0,-1,0
39a8c19c2eb6896963516c2e62a2988c,0.875%,0.5%,0,,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
39cf02948f184efc83c96004b98ba8a0,0.6666666666666666%,0.16666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,15,0,-1,-1,1,0,-1,0
39d8f7a4ff4e86fb3dde7bb785ded96b,0.875%,0.25%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
39df887126e039e657ee02ed7a764f62,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,1,-1,0
39e07e392654a65f6b2d6118f0ba14cc,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
39e165b10b066250b5ea65c2c5a049cc,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
39e28e10f3f74c785e63e2999187108f,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
39efb07672fc5591e5633bc2ba063ab9,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,0,-1,-1,1,0,-1,0
3a03601b78e374c2d6c2d1e57961473f,0.42857142857142855%,0.2857142857142857%,0,,0,0,0,0,0,1,1,0,-1,0,-1,0,9,0,-1,-1,0,1,-1,0
3a11ba34f3db81a5bb7fde9bc0874684,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
3a43c58f8dc6dfc993e827a4b485962e,0.0%,0.25%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3a8b1b4fda57d4bd29fc54541352c061,0.0%,0.14285714285714285%,0,,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-1,-1,0,0,-1,0
3a8e584f10e73142f6f14ba469f45f98,0.5454545454545454%,0.6363636363636364%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,0
3a8e9cf1ccc01adcd12d78b3a18bcef2,1.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3a9c9b1968c498f4dd34396fda454070,0.5%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,9,0,-1,-1,1,0,-1,0
3ab0d712533f801b232123024c7239a9,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3ab5825fd51c69ac3a0844a428802d90,0.5%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3ab657bc8f4e3a67484426f9bd74a68a,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,94,0,-1,-1,1,0,-1,0
3abc08fdb0f6f08274df293281754f23,0.25%,0.75%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3acd2bc227305c2a38001fd29cd88eae,0.0%,0.0%,0,,0,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3ad6e2d69f9d50d0043a329b651faf30,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3ae800d970290b17dea606504abc5d8f,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3ae8bed4a009a73f3b50dfe637fc3e4a,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3af6d70b0f74b95f8ec1a3e2dd832268,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3afdf96c17be2e3598c9c2df79728ae8,0.5%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,11,0,-1,-1,1,0,-1,0
3b2437cbed8adbf5f20165ad17c5ee0d,0.25%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3b2715aa662109387fe6983d5414302a,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3b362fb1ff014e99ed853bfc7eca1c52,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,-1,-1,1,0,-1,0
3b49d10129739343a5b571b6310f9b36,0.3333333333333333%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,2,0,-1,-1,0,0,-1,0
3b53ecfb89cb13b80b11ca71f56774e0,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3b5dd6a7a5ccdee8a6afa73ef5f4c653,0.16666666666666666%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,17,1,-1,-1,0,0,-1,0
3b5effb33009450eac04587169729709,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3b6060dbdbb7cca2ea9bded1cf7bfdaf,1.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3b6c50533cd8e7ea5a3b6fa71d27b5e1,0.0%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
3b7e5e6132c4ecf520ed1304103ec16e,0.6666666666666666%,0.6666666666666666%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3b86001aaf6035db00388d7ddbdf4120,0.0%,0.3333333333333333%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
3b8b867c78ad193d127ec9aded0184c1,0.2%,0.6%,0,,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
3b9a68c2358610e67f130def0a200ae2,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
3ba3d81c943491bcf77c147d79b9a970,0.3333333333333333%,0.0%,0,,0,0,0,0,0,1,1,1,-1,0,-1,0,0,3,-1,-1,1,0,-1,0
3bd1f3a63d51f70b25e69219237fe0b7,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3c032bafab931378af9514187f7dc7c0,0.45454545454545453%,0.6363636363636364%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
3c0ea753707a71c94866db550ba0b9fc,0.3333333333333333%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,6,0,-1,-1,0,0,-1,0
3c32109460b4f5dc37d2019cb57a7d35,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
3c339eb3c4bed615be772248caa5fac9,0.5%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,13,0,-1,-1,1,0,-1,0
