id,n_antivm,has_dep,has_aslr,has_gs,has_tls,has_code_integrity,susp_dbg_ts,n_yara_rules
000e44d6ebfb572015549c20047e66c8,1,1,1,1,1,1,1,0
0011abb9e5777a5175a2a5696855dff0,1,1,1,1,1,1,0,0
001e98ad444991d549d32ccda6d0f163,0,0,1,1,1,1,-1,1
002292bba7f2f9bcfdafb33869852e25,1,1,1,1,1,1,1,0
003b62a37c13e5b27c8e8a9ebbf6be25,1,1,1,1,1,1,1,0
00907bdb1f0117436363a444c230e4b5,0,1,1,1,1,1,0,0
00e69728719213a306c42e2abc8960ab,0,0,1,1,1,1,-1,1
00e8243a017cc86024ccca4640ecd6e3,1,1,1,1,1,1,1,0
011cfd626c69be0acf28ae9d033bd36e,1,1,1,1,1,1,0,0
01225baafbd19ddc2f510f72c443f708,1,1,1,1,1,1,0,0
0158a2fa344f8638c8272a568dd6048c,1,1,1,1,1,1,0,0
015d5e4e01e9991561af5ff6842d4bcf,1,1,1,1,1,1,1,0
01790cfbb2c6d8600a77c3ab0c6f877e,1,1,1,1,1,1,1,0
01ad83f0519cbd3c9d2c1956a123aa55,1,1,1,1,1,1,1,0
0202f021ceb984d1377bb2510e6f774f,1,1,1,1,1,1,1,0
0232e987dbdc3c8e0ebd4df0bb17b422,1,1,1,1,1,1,1,0
0254f9c408dd0b1c962dd1eb272d4147,1,1,1,1,1,1,1,0
02666ec10d8f14bbb5c66d4c48870fe0,1,1,1,1,1,1,0,0
02691e838f8a4a184620df887e15c84f,1,1,1,1,1,1,-1,0
026b4c07e9d3215a01bd38d757af61a1,1,1,1,1,1,1,1,0
02943d22ed746ebcb8d70cb9784b93fb,1,1,1,1,1,1,0,0
029e23238f149061c3b3633085122ff3,1,1,1,1,1,1,0,0
02d657993823cf60089f1f14ebd157a6,1,1,1,1,1,1,1,0
02e7d1f07a863b4fb91608d93e751873,1,1,1,1,1,1,1,0
03042bd1c94f5502ab8b490c9bbf2f8e,1,1,1,1,1,1,0,0
0304ecd571a157fbcd4723d455bb554b,0,1,1,1,1,1,0,5
032f9521303b5f0290d454ace3b74092,0,0,1,1,1,1,-1,1
0444d64a83f14fdc43d8af7932543da5,1,1,1,1,1,1,0,0
0453ec9a72dbfaabfd4b755713a6a27a,1,0,0,-1,0,-1,-1,0
0478a65dc5db87e52dd56aecf72bcb27,0,1,1,1,1,1,-1,0
0492f2a2f0192956d126fb3d357fea7d,1,1,1,1,1,1,1,3
049b54547a945a2dc670268d383f3f89,1,1,1,1,1,1,0,0
04bfd4b32b66957b53f532d9a9554bdc,1,1,1,1,1,1,1,0
04c93df4e64d5b8421c28e103b7cba43,0,1,1,1,1,1,1,0
04cd14575b88afdc40d59143a325d430,1,1,1,1,1,1,0,0
04d0dc4f8f8e3386c20c669dce3226fc,1,1,1,1,1,1,1,0
050baa841695f3aee4dc0360190b85cb,1,1,1,1,1,1,1,0
050fafaaed24247e6c45001c3eb16901,1,1,1,1,1,1,1,0
051d2885bc7aa4e214d01e8fb032970f,1,1,1,1,1,1,0,0
0553b99673cec4aae84126595799d04b,0,0,1,1,1,1,-1,1
05a33d00fbe7015caa1dec3a032db941,0,0,1,1,1,1,-1,1
05ee0d9bb5b1789da51fb0c022b33268,1,1,1,1,1,1,-1,3
0644d4e4cca2621149f4c9e17209ea88,1,1,1,1,1,1,0,0
065ab9a1d357e40caf5f9ad4751bb234,1,1,1,1,1,1,1,0
0664e6e42dd9e31bba48798960a43ce5,1,1,1,1,1,1,1,0
0693b10200b798cc047d4aa65d23fd48,1,1,1,1,1,1,0,0
069dc9ec9a610e8feae2aec9f2db0411,1,1,1,1,1,1,0,0
06a2adeae1db03df034f49916d687035,0,0,0,-1,0,-1,-1,0
06bc107a1237a49172bcc05fa64b3c72,0,0,1,1,1,1,-1,1
06c19dca4a85a567510cee61610170c2,1,1,1,1,1,1,1,0
06d32552ae15472e2b305f7c5ac41faa,1,1,1,1,1,1,1,0
06dc7b42a4f3548c04ce748642bf4a9e,1,1,1,1,1,1,0,0
071eedb831063286accf6260e4ac3472,1,1,1,1,1,1,1,0
0742b7c20e14fc0b9390fd5aafef6442,1,1,1,1,0,1,0,6
075a49bedb6c92513c5f0d795b003fe3,1,1,1,1,1,1,1,0
079f48ce52c4d5167b2c7a2f782ece27,1,1,1,1,1,1,1,0
07a21d9b44e8e567dc44ef0e362abb9d,1,1,1,1,1,1,1,0
07b636a8bf645b7c512be756a8b69fe2,1,1,1,1,1,1,-1,3
081fad571b447985a5a7c3ee6fde98de,0,1,1,-1,0,-1,-1,3
083e68d8050d0d50ac9b1d20c30eeae8,1,1,1,1,1,1,1,0
084c7e415d0ea71778e04814d7a31d68,1,1,1,1,1,1,1,0
088ac19da60f218b61333982172f7ea2,1,0,0,-1,1,-1,-1,0
08a55d3bca43e5debf8b9d86896b6d6e,1,1,1,1,1,1,0,0
08c2f5fd502ee1883c647942b8649c22,1,1,1,1,1,1,1,0
08d473157b28ab95bcb4594445da31bf,1,1,1,1,1,1,0,0
08e7f84f3d19a84ea3e5e288d8c0c775,1,1,1,1,1,1,1,0
08eba81e97a35643c99efea3c06ba6d0,0,1,1,-1,0,-1,0,0
