id,n_antivm,has_dep,has_aslr,has_gs,has_tls,has_code_integrity,susp_dbg_ts,n_yara_rules
b224c0af2fc325f81402c059a3d1cac7,0,0,0,-1,0,-1,0,0
b226e9146fd6981a0554707f908e660c,1,1,1,1,1,1,1,0
b247895ea57f628e63f34b00a3930319,1,1,1,1,1,1,1,0
b2556cdfd4c7b398985542e2d8779e3c,0,0,0,-1,0,-1,-1,0
b26d3398e5dd8c45795eac3d63f435db,0,0,0,-1,0,-1,-1,0
b29b418dffd15c3858eb30fa6a194537,0,0,0,-1,0,-1,-1,0
b29c07df2b55185da59d28f83588912c,0,0,0,-1,0,-1,-1,0
b2ac031a69bfca32ccbc023ee8377bd6,0,1,1,-1,0,-1,0,0
b2bf5d6c943823c4dc17d2b40d3459b0,1,1,1,1,1,1,1,0
b2eb47e7b8d67bae07ab22d30e042236,0,0,0,-1,0,-1,-1,0
b2f324fd6f2c1c78da97893a5de45f24,1,1,1,1,1,1,1,0
b31105c21d2edb10d384c4203045a58e,0,0,0,-1,0,-1,-1,0
b3162927872289a53adbf28193c9b3c1,0,0,0,-1,0,-1,-1,0
b336623f8f63980c29f2383068708487,0,0,0,-1,1,-1,-1,0
b3460d98941a7fcd910fc8d44018e28a,0,0,0,1,0,1,-1,0
b35bed582b62824c4b33fcfba05db00c,0,0,0,-1,0,-1,-1,0
b37e5c8afaed9e01d9ef4fa2ecdc1599,1,1,1,1,1,1,0,0
b38aba1b1501988edd208e3b19d31b6f,0,0,0,-1,0,-1,-1,0
b3b823e461ad2898e0d3ae4d394e72e8,0,0,0,1,0,1,-1,0
b3cc685c9a6bf96a86a55688847973ea,0,0,0,-1,0,-1,-1,0
b3d4da5d057174dff9d0e9cb274904cb,0,0,0,-1,1,-1,-1,0
b3d7b049a42baa8162403b06bb3118cd,0,0,1,1,0,1,-1,0
b3d9170f57341f2c6d1e53c8bf5a7e9c,0,0,0,-1,0,-1,-1,0
b3f2b2ca2dd613e956c915ce164823e9,0,0,0,-1,0,-1,-1,0
b40975b989baf36183a26beb638f3e07,1,1,1,1,1,1,0,0
b445dc09b074c2c9c3a2ce4f0cbf799c,0,0,0,-1,0,-1,-1,0
b458fe8f6f9b20b10811676a03cc41ec,0,0,0,-1,1,-1,-1,0
b460e4b7b0d5b8b664967fbb5c18f19b,0,0,0,-1,0,-1,-1,0
b4657391ef407f77ddd0ffdf59a477df,0,0,0,1,0,1,0,0
b46bc0326a253f87e63f91c304667810,0,0,0,-1,0,-1,-1,3
b47db8b119b479e377094e254c7ea1cb,1,0,0,-1,0,-1,-1,0
b495c862210b4d1e0d42b6e1b001b50f,0,0,0,-1,0,-1,-1,0
b4d8d1c831153b59a290518ab36c5c2a,0,1,1,1,0,1,-1,0
b4ff7e33d2902018acfcd6f76aec7084,0,0,0,-1,0,-1,-1,0
b500a98ce587d2dcce3e2648fc8a32c0,0,0,0,-1,1,-1,-1,0
b5011640b6e303caaf050b1494b4bd7c,0,0,0,-1,0,-1,-1,0
b5051bd6bbd156564e05cba65d1e4620,1,1,1,1,1,1,1,0
b50e19137c8b69a9f49494e798344627,0,0,0,-1,0,-1,-1,0
b54371500e65fe7e5943d790de48adc3,1,1,1,1,1,1,0,6
